Date,ID,Filter,Tweet,Retweets,Favorites,Mentions,Hashtags
4/29/2018 10:28,9.91E+17,ham,What do you guys think? Bull-period? I have a feeling we are going to see some nice runs here and there $ crypto # crypto # cryptocurrency # verge # vergecurrency $ XVG $ TRX $ DGB $ XLM $ ECA $ XRP $ ADA $ POE $ ICX $ EOSpic.twitter.com/mTlLrzfhLB,1,3,,# # # #
4/29/2018 12:59,9.91E+17,ham,Who is ready for a full Moon Party? @ VergeCurrency - The future of privacy has come # FullMoon # PinkMoon # XVG $ XVG # Verge # VergeFam # Crypto # BTC $ BTC # VergeArmy https://www.timeanddate.com/moon/phases/,22,45,@,# # # # # # # #
4/29/2018 12:58,9.91E+17,ham,Why Tim Draper invested in $ NCASH : https://oracletimes.com/nucleus-vision-ncash-why-tim-draper-invested-into-this-solution/ … $ OMG $ ARK $ ADA $ POWR $ XLM $ BCH $ NIO $ QSP $ SUB $ NAV $ VEN $ PIVX $ XVG $ BQX $ XRB $ NXT $ DRGN $ COSS $ ETC $ WTC $ LINK $ LISK $ LEND $ MTH $ ETH $ BTC $ wabi $ omg $ btcp,1,5,,
4/29/2018 14:59,9.91E+17,ham,Would it be in PH's interest to keep the XVG's price low? https://ift.tt/2r8mOlw $ XVG,0,0,,
4/29/2018 10:27,9.91E+17,spam,# airdrop Get free # CRYDE tokens https://cryde.io/register/abhinav0411 … ➊ # Follow # Me ❷ # Retweet # Like ❸ # Get # Airdrop # updates ❹ # FollowBack # FollowYou ❺ # Freak # giveaway # GiveawayAlert $ xvg $ xrp $ btc $ ada # bitcoin # siacoin # verge # ripple # crypto # cryptocurrency,0,0,,# # # # # # # # # # # # # # # # # # # #
4/29/2018 15:00,9.91E+17,spam,"# enigma , look # BULLISH ! # binance # BTCUSD # Bitfinex # Bitstamp # XRP # Litecoin # XVG $ xvg # vergecurrency # cryptocurrency # Crypto # BitcoinCash # NEO # Ontology # EOS # EOSBTC # Monero # DASH # BNB # BinanceCoin # Satoshi # satoshinakamoto # eng # lisk # Qtum # Coinmarketcap # tron # trx @ binancepic.twitter.com/IfVZST8L00",4,8,@,# # # # # # # # # # # # # # # # # # # # # # # # # # # # #
4/29/2018 15:26,9.91E+17,spam,# selfkey # Crypto # BTC # XVG $ XVG $ MIOTA $ DASH # ltc # doge # ada # xrp # altcoins # altcoinnews # bitcoin # LTC # ETH # AppCoin # ADA $ XLM # EOS # dash # neo # Lend @ CryptoChoe @ tailopez @ Altcoinbuzzio $ EOS $ NEO $ XEM $ BCH $ XMR # VEN # LSK $ QTUM $ WAVES $ STRAT @ PhilakoneCryptohttps://twitter.com/DubaiExpatriate/status/990555563045113856 …,0,0,@ @ @ @,# # # # # # # # # # # # # # # # # # # # #
4/29/2018 15:15,9.91E+17,spam,# TRX # Tron # TRONICS # Crypto # BTC # XVG $ XVG $ MIOTA $ DASH # ltc # doge # ada # xrp # altcoins # altcoinnews # bitcoin # LTC # ETH # AppCoin # ADA $ XLM # EOS # dash # neo # Lend # CryptoChoe # tailopez # Altcoinbuzzio $ EOS $ NEO $ XEM $ BCH $ XMR # VEN # LSK $ QTUM $ WAVES $ STRAT # PhilakoneCryptohttps://twitter.com/SonnyRed12/status/990510473194897409 …,0,0,,# # # # # # # # # # # # # # # # # # # # # # # # # # #
4/29/2018 7:37,9.91E+17,spam,# Verge # XVG $ XVG trending. @ vergecurrency pic.twitter.com/2tyBZD7Ziw,37,70,@,# #
4/29/2018 16:22,9.91E+17,spam,# Verge is making your right to # privacy possible. $ XVG is the # future. For privacy as a CHOICE: http://UpgradeToXVG.Today # FEELTHEVERGE # XVGFAM # CRYPTO $ CRYPTO # Anon # Technology # XVGWhaleReal # InfoSec # CryptoCurrency # Currency # FinTech # VergeCurrency # Money # VERGEFAM # HODL # XVGpic.twitter.com/brsLmpRb6t,100,201,,# # # # # # # # # # # # # # # # # #
4/29/2018 13:09,9.91E+17,spam,# XVG $ XVG,0,2,,#
4/29/2018 14:05,9.91E+17,spam,# XVG $ xvg # vergecurrency # vergefam # vergecurrency # Verge # crypto # cryptocurrency $ BTC $ ETH $ LTC $ ETC $ XVG $ XRP $ XLM $ XDN $ SC $ LINDA $ MINT $ PAC $ NEO $ BCH $ BCD $ TRX $ RDD $ DOGE $ XMR $ OMGhttps://twitter.com/cryptomanran/status/990419302753779714 …,1,3,,# # # # # # #
4/29/2018 12:25,9.91E+17,spam,# XVG Overview $ XVG $0.0694 # Market Cap $1.036B # Volume 24h $70.657M Chg. 24h: -3.72% 7d: -1.04% Circ. 14.94 B Max sup16.56 B @ vergecurrency $ BTC $ ETH $ XRP $ BCH $ EOS $ LTC $ ADA $ XLM $ MIOTA $ NEO $ TRX $ XMR $ DASH $ XEM # ETH # XRP # BCH # EOS # LTC # ADA # XLM # MIOTA # NEO # TRX # XMR # DASH # XEMpic.twitter.com/BDlvIzOqQr,1,5,@,# # # # # # # # # # # # # # # #
4/29/2018 14:19,9.91E+17,spam,#1 # CryptocurrencyExchange. Trade over 150 different # cryptocurrency + low fees https://www.binance.com/?ref=28987723 pic.twitter.com/bhK0kTN8wr $ BTC $ LTC $ XVG $ TRX $ ZCL $ ETH $ BCH $ XRP $ DASH $ BTG $ XLM $ XMR $ ZEC $ ADA $ STRAT $ NEO $ LUX $ SC $ POWR $ VTC $ LUX $ XEM $ LSK $ DGB $ DOGE $ GRS $ AMP $ XRB $ NAV,1,4,,#1 # #
4/29/2018 16:51,9.91E+17,spam,$ ADK $ XVG $ CHSB $ BTC $ POA $ lEND $ LCD が今持ってるアルト。 ADKが吹いてくれて結構増えたpic.twitter.com/1I0Pc4hr7Z,1,5,,
4/29/2018 15:29,9.91E+17,spam,$ btc $ eth $ xvg $ xrp # bitcoin $ ltc # cryptohttps://twitter.com/yishi888/status/990670876440842240 …,0,0,,# #
4/29/2018 7:50,9.91E+17,spam,$ FUCK $ TTC $ TIT $ SXC $ XVG,0,0,,
4/29/2018 16:50,9.91E+17,spam,"$ MDT increased very fast and will go to atm$, check this news -> https://goo.gl/T2NGKG $ SKY $ CPC $ MDT $ QWARK $ RDN $ DBC $ TRX $ XMY $ XMR $ XLM $ XVG $ STRAT $ VERI $ UNB $ EVX $ TNC $ OCT $ MNX SyhrNizenzEKk26Yk7QhdRhf",0,0,,
4/29/2018 16:15,9.91E+17,spam,$ NEO is valued at: $90.39 We checked! Binance registration is currently open http://binance.com/?ref=10078236 $ VOX $ XVG $ TIX $ GVT $ SLR $ RNT $ XIOS $ KMD $ TKS $ HGT $ TNT $ MOT $ DENT $ GRID $ HEAT $ BOT $ CRB $ TOA $ PLBT $ EDG $ ART $ LEO $ FUELpic.twitter.com/9epgzpFTSW,0,0,,
4/29/2018 14:05,9.91E+17,spam,"$ STRAT increased very fast and will go to atm$, check this news -> https://goo.gl/bERNyR $ RDN $ QWARK $ XMR $ TRX $ MNX $ STRAT $ SKY $ CPC $ UNB $ VERI $ MDT $ XLM $ TNC $ EVX $ DBC $ XMY $ XVG $ OCT GtFnfa5fHZzsy5iSdstitQdn",0,0,,
4/29/2018 14:35,9.91E+17,spam,$ TRX Trending UPP.. $ BTC $ btcusd # bitcoin # coin # trading # btc # eth # ltc # trx $ btc $ eth $ ltc $ trx $ XVG $ XRP $ XRPUSD # TRON $ TRX/btc # TRX # altcoins # cryptocurrency # cointrading # cointrading101pic.twitter.com/rLcnKkGpZU,1,5,,# # # # # # # # # # # # #
4/29/2018 14:00,9.91E+17,spam,$ xvg # VergeCoin @ vergecurrencyhttps://twitter.com/webblast78/status/990300306180329473 …,0,0,@,#
4/29/2018 7:00,9.91E+17,spam,$ XVG https://twitter.com/larryandjoeshow/status/990550252905254912 …,0,1,,
4/29/2018 16:39,9.91E+17,spam,$ xvg uzun vadeli 2000+ sat gözüküyor $ btc yükselişi ile birlikte 23-35 cent arası olacağını düşünüyorum. Uzun vadeli yatırım portföyüme uygundur.,0,1,,
4/29/2018 15:04,9.91E+17,spam,$ YOYOW is currently worth: $0.137439 You can trade for as low as 0.05% fee on Binance! http://binance.com/?ref=10078236 $ LGD $ DBIX $ GNX $ SUB $ DCR $ CHAT $ PLBT $ TRUST $ YOYOW $ RIC $ QLINK $ XSPEC $ IOC $ MNE $ NVST $ AMB $ UGC $ DGB $ XVG $ WRC $ EDR $ EDG $ ENRGpic.twitter.com/Gc0QolK3gH,0,0,,
4/29/2018 9:44,9.91E+17,spam,(BINANCE REGISTRATION OPEN) http://binance.com/?ref=11810992 You're welcome! $ DENT $ DASH $ QASH $ EOS $ SUB $ AION $ XVG $ XRB $ LTC $ KNC $ ZRX $ BAT $ ETH $ PART $ DGD $ DCN $ MONA $ WAVESpic.twitter.com/TTAZBdz4Qq,0,0,,
4/29/2018 13:42,9.91E+17,spam,@ attentiontoken $ BAT Basic Attention Token (BAT) - Basic Attention Token - 03/05/2018 https://www.coinscalendar.com/event/basic-attention-token-bat-seoul-meetup … $ EVENTS $ XVG $ XRP $ ADA $ BTC $ ETH $ LEND $ REQ $ XLM $ NEO,2,3,@,
4/29/2018 14:18,9.91E+17,spam,@ experty_io $ EXY Experty (EXY) - Experty - 30/04/2018 https://www.coinscalendar.com/event/experty-exy-community-ama-3251 … $ EVENTS $ XVG $ XRP $ ADA $ BTC $ ETH $ LEND $ REQ $ XLM $ NEO,1,2,@,
4/29/2018 14:19,9.91E+17,spam,@ iostoken $ IOST IOStoken (IOST) - IOStoken - 01/05/2018 https://www.coinscalendar.com/event/iostoken-iost-wdas-2018-singapore … $ EVENTS $ XVG $ XRP $ ADA $ BTC $ ETH $ LEND $ REQ $ XLM $ NEO,0,1,@,
4/29/2018 11:32,9.91E+17,spam,@ lubindion Poseidon Quark - Fastest growing cryptocurrency in the world - https://posq.io/ $ DASH $ XVG $ BTC $ ETH $ LTC $ XMR # masternodepic.twitter.com/6q3tvIegXF,0,4,@,#
4/29/2018 14:25,9.91E+17,spam,@ poanetwork $ POA POA Network (POA) - POA Network - 10/05/2018 https://www.coinscalendar.com/event/poa-network-poa-poa20 … $ EVENTS $ XVG $ XRP $ ADA $ BTC $ ETH $ LEND $ REQ $ XLM $ NEO,0,1,@,
4/29/2018 14:25,9.91E+17,spam,@ poanetwork $ POA POA Network (POA) - POA Network - 10/05/2018 https://www.coinscalendar.com/event/poa-network-poa-poa-bridge … $ EVENTS $ XVG $ XRP $ ADA $ BTC $ ETH $ LEND $ REQ $ XLM $ NEO,0,0,@,
4/29/2018 14:16,9.91E+17,spam,@ PundiXLabs $ NPXS Pundi X (NPXS) - Pundi X - 09/05/2018 https://www.coinscalendar.com/event/pundi-x-npxs-blockjakarta … $ EVENTS $ XVG $ XRP $ ADA $ BTC $ ETH $ LEND $ REQ $ XLM $ NEO,0,1,@,
4/29/2018 14:06,9.91E+17,spam,@ Quantstamp $ QSP Quantstamp (QSP) - Quantstamp - 30/04/2018 https://www.coinscalendar.com/event/quantstamp-qsp-livestream … $ EVENTS $ XVG $ XRP $ ADA $ BTC $ ETH $ LEND $ REQ $ XLM $ NEO,0,0,@,
4/29/2018 14:07,9.91E+17,spam,@ Ruff_Chain $ RUFF Ruff (RUFF) - Ruff - 03/05/2018 https://www.coinscalendar.com/event/ruff-ruff-livestream … $ EVENTS $ XVG $ XRP $ ADA $ BTC $ ETH $ LEND $ REQ $ XLM $ NEO,0,0,@,
4/29/2018 14:17,9.91E+17,spam,@ swissborg $ CHSB SwissBorg (CHSB) - SwissBorg - 01/05/2018 https://www.coinscalendar.com/event/swissborg-chsb-community-ama … $ EVENTS $ XVG $ XRP $ ADA $ BTC $ ETH $ LEND $ REQ $ XLM $ NEO,0,2,@,
4/29/2018 14:15,9.91E+17,spam,@ TimeNewBank $ TNB Time New Bank (TNB) - Time New Bank - 02/05/2018 https://www.coinscalendar.com/event/time-new-bank-tnb-tnb-special-second-session … $ EVENTS $ XVG $ XRP $ ADA $ BTC $ ETH $ LEND $ REQ $ XLM $ NEO,0,1,@,
4/29/2018 14:06,9.91E+17,spam,@ tokenbox $ TBX Tokenbox (TBX) - Tokenbox - 04/05/2018 https://www.coinscalendar.com/event/tokenbox-tbx-speaking-at-chainges … $ EVENTS $ XVG $ XRP $ ADA $ BTC $ ETH $ LEND $ REQ $ XLM $ NEO,0,1,@,
4/29/2018 14:14,9.91E+17,spam,@ ViulyOfficial $ VIU Viuly (VIU) - Viuly - 08/05/2018 https://www.coinscalendar.com/event/viuly-viu-block-o2o-blockchain-summit … $ EVENTS $ XVG $ XRP $ ADA $ BTC $ ETH $ LEND $ REQ $ XLM $ NEO,0,0,@,
4/29/2018 13:43,9.91E+17,spam,0.05BTC --> 20BTC We need Just a Week Join : http://t.me/Monsterpumper $ BTC $ ETH $ NEO $ XLM $ XRP $ ADA $EMC2 $ OMG $ BCC $ VTC $ AEON $ ZEC $ ADX $ XVG $ BAT $ LTC $ XEL $ GNT $ GUP $ MONA $ BNT $ XZC $ KORE $ PTOY $ EBST $ STORJ $ START $ FCT $ REP $ TKN $ WINGS $ SYS $ BNB,0,4,,
4/29/2018 7:16,9.91E+17,spam,0.1 BTC --> 10BTC -> https://t.me/Blackfoxtrading $ BTC $ XRP $ LTC $ ETH $ ADA $ XLM $ XVG $ TRX $ OCN $ IOST $ NCASH $ STORM $ EOS $ NEO $ IOTA $ CDT $ DASH $ XEM $ VEN $ ETC $ GVT $ LISK $ OMG $ APPC $ MOD $ NEBL $ ENJ 11,0,0,,
4/29/2018 14:47,9.91E+17,spam,00:40 saati Binance Borsasında (BTC - Bandında) En Çok Yükselen 5 : $ TRIG : %2.13 Ayrıntılar : http://www.i-para.net/index.php?action=coinInfo&c=TRIGBTC&exchange=binance … $ GVT : %1.39 $ QLC : %1.19 $ RCN : %1.08 $ XVG : %0.80 En Çok Düşen 5 : $ OAX : %-1.00 $ TNT : %-0.71 $ VIB : %-0.55 $ RPX : %-0.49 $ WTC : %-0.31,0,0,,
4/29/2018 12:17,9.91E+17,spam,1 BTC will reach ? # Bitcoin # mcm # Crypto # Cryptocurrency # trade # TradingView # trading # trx # xrp # xvg # ncash # ripple # tron # verge # ont # Ontology $ trx $ xrp $ ont $ xvg $ btc $ eth $ eos $ crypto $ neo $ ngc,2,8,,# # # # # # # # # # # # # # # #
4/29/2018 15:50,9.91E+17,spam,1 faithfulstar coin which will give you 500% check here —> https://goo.gl/NHP7n5 $ XLM $ XVG $ TNC $ VERI $ UNB $ CPC $ MNX $ XMY $ EVX $ TRX $ SKY $ STRAT $ MDT $ OCT $ RDN $ DBC $ XMR $ QWARK D4F8rtSzNh4sftHZdiEaSGy8,0,0,,
4/29/2018 15:20,9.91E+17,spam,1 ferocious coin which will give you 500% check here —> https://goo.gl/4h5JdS $ DBC $ TRX $ CPC $ RDN $ TNC $ XMY $ MNX $ MDT $ VERI $ QWARK $ UNB $ XMR $ OCT $ EVX $ STRAT $ SKY $ XLM $ XVG SzR4Kkeh9adKfkdS6KntGYnz,0,0,,
4/29/2018 7:04,9.91E+17,spam,17:01 saati Bittrex Borsasında En Çok Yükselen 5 : $ LRC : %6.07 Ayrıntılar : http://www.i-para.net/index.php?action=coinInfo&c=BTC-LRC&exchange=bittrex … $ RVR : %4.62 $ XVG : %1.59 $ MER : %1.53 $ STEEM : %1.48 En Çok Düşen 5 : $ CRW : %-3.20 $ SPR : %-2.54 $ WAX : %-1.64 $ XDN : %-1.35 $ THC : %-1.11,0,0,,
4/29/2018 15:43,9.91E+17,spam,1BTC --> 30BTC JUST 1 MONTH Join : http://t.me/Monsterpumper $ BTC $ ETH $ NEO $ XLM $ XRP $ ADA $EMC2 $ OMG $ BCC $ VTC $ AEON $ ZEC $ ADX $ XVG $ BAT $ LTC $ XEL $ GNT $ GUP $ MONA $ BNT $ XZC $ KORE $ PTOY $ EBST $ STORJ $ START $ FCT $ REP $ TKN $ WINGS $ SYS $ TRX,0,0,,
4/29/2018 15:57,9.91E+17,spam,【Centrality】 新規上場の発表 Coinswitch(コインスウィッチ) # 仮想通貨 # ビットコイン $ XES $ SNGLS $ TRX $ SRN $ wowbit $ HERO $ XES $ LDC $ BTC $ ZCL $ ETH $ ETC $ BCH $ LTC $ XRP $ DASH $ BTG $ XLM $ ZEC $ SNT $ ADA $ NEO $ OMG $ LSK $ XVG $ CENNZhttps://twitter.com/centralityai/status/990713142354198528 …,2,9,,# #
4/29/2018 15:58,9.91E+17,spam,【Centrality】 新規上場の発表 Coinswitch(コインスウィッチ) # 仮想通貨 # ビットコイン $ XES $ SNGLS $ TRX $ SRN $ wowbit $ HERO $ XES $ LDC $ BTC $ ZCL $ ETH $ ETC $ BCH $ LTC $ XRP $ DASH $ BTG $ XLM $ ZEC $ SNT $ ADA $ NEO $ OMG $ LSK $ XVG $ CENNZhttp://emcsquare-einstein1905.hatenablog.com/entry/2018/04/01/234534 …,1,4,,# #
4/29/2018 16:40,9.91E+17,spam,«10x club». Now we opened our doors for 100 people https://goo.gl/2P3ceK $ CPC $ STRAT $ TNC $ MDT $ EVX $ XMR $ OCT $ RDN $ XLM $ XMY $ XVG $ SKY $ TRX $ VERI $ DBC $ QWARK $ MNX $ UNB 2kFQryATD7kR6N6Et2siS9e9,0,0,,
4/29/2018 14:58,9.91E+17,spam,ツイート数の多かった仮想通貨 1位 $ TRX 1250 Tweets 2位 $ BTC 582 Tweets 3位 $ OCN 175 Tweets 4位 $ XVG 132 Tweets 5位 $ ETH 120 Tweets 2018-04-30 05:00 ～ 2018-04-30 05:59 COINTREND いまTwitterで話題の仮想通貨を探せ！ https://cointrend.jp/,0,3,,
4/29/2018 7:50,9.91E+17,spam,Are you ready for next faithfulstar BINANCE signal? check here —> https://goo.gl/xMbqHN $ XVG $ VERI $ EVX $ MDT $ QWARK $ MNX $ TNC $ RDN $ OCT $ STRAT $ CPC $ DBC $ XLM $ UNB $ XMY $ SKY $ XMR $ TRX Z7BeBe8a94y3rysztaaNhQ95,0,0,,
4/29/2018 7:06,9.91E+17,spam,➊ # Follow # Me ❷ # Retweet & # Like ❸ # Get # Airdrop # updates ❹ # FollowBack # FollowYou ❺ # Freak # giveaway # GiveawayAlert $ xvg $ xrp $ btc $ sc $ redd $ life $ ltc $ doge $ zcl $ wings $ qtum $ ada # bitcoin # siacoin # verge # ripple # crypto # cryptocurrency # cryptocurrencies # Vergewhale # richpic.twitter.com/Eao9gWxF7V,0,1,,# # # # # # # # # # # # # # # # # # # # #
4/29/2018 9:08,9.91E+17,spam,Şu anda elimde olan coinler ; $ FUN $ LINK $ XVG $ MDA $ BCPT $ FUEL $ BCD $ CND $ NANO $ STORM $ GRS $ PIVX $ VTC $ BITB $ XMY $ AMP $ IOTA $ WINGS Aldığım yerden zararda olan yok ama daha çok kar hedefim var bunlarda.,29,262,,
4/29/2018 11:25,9.91E+17,spam,Bütün paramı $ XVG ve $ STORM'a %50-%50 olarak dağıttım,0,7,,
4/29/2018 11:49,9.91E+17,spam,BINANCE ALERT Be quick! Binance registrations are currently OPEN http://binance.com/?ref=11810992 You're welcome! $ LSK $ SC $ RDD $ WTC $ XRB $ XMR $ QTUM $ REP $ DCN $ FCT $ GAME $ XVG $ ELF $ KCS $ GXS $ STRAT $ MAID $ XEMpic.twitter.com/sv0ive3TVL,0,1,,
4/29/2018 9:06,9.91E+17,spam,BINANCE ALERT Binance registration is ONLINE! I JUST checked! → http://binance.com/?ref=11810992 Thank me later $ ENG $ DGD $ PART $ SC $ WTC $ TRX $ ETC $ XVG $ ADA $ BAT $ SYS $ ICN $ MED $ OMG $ BTS $ BTC $ EMC $ LRC $ ARKpic.twitter.com/lvF250XlvL,0,0,,
4/29/2018 12:47,9.91E+17,spam,"BINANCE ALERT Binance registrations are OPEN, but not for long! http://binance.com/?ref=11810992 Be quick! $ ADA $ ICX $ REP $ AION $ SYS $ EOS $ SALT $ ARDR $ STEEM $ ICN $ ZCL $ CVC $ BTM $ BTS $ BCH $ NEO $ XVG $ HSRpic.twitter.com/pIFvil8D6U",0,2,,
4/29/2018 13:58,9.91E+17,spam,BINANCE ALERT Sign up before they close registration! http://binance.com/?ref=11810992 Happy trading! $ XRP $ MONA $ XVG $ BTC $ NEO $ ARDR $ HSR $ ETC $ SNT $ STRAT $ SALT $ XMR $ TRX $ REQ $ WAVES $ FCT $ DENT $ MED $ ETHOSpic.twitter.com/ICDto5XP0s,0,0,,
4/29/2018 7:00,9.91E+17,spam,Binance allows you to convert small balances into $ BNB https://www.binance.com/?ref=28987723 pic.twitter.com/bhK0kTN8wr $ BTC $ LTC $ XVG $ ZCL $ ETH $ ETC $ BCH $ XRP $ DASH $ BTG $ XLM $ XMR $ ZEC $ ADA $ STRAT $ NEO $ LUX $ SC $ POWR $ VTC $ LUX $ XEM $ LSK $ DGB $ DOGE $ GRS $ AMP $ XRB $ NAV $ TRX,0,2,,
4/29/2018 13:10,9.91E+17,spam,"Binance is open to new users for a limited time, don't miss out! → http://binance.com/?ref=11810992 Happy trading! $ XMR $ ZEC $ DOGE $ DGB $ NXT $ REQ $ XLM $ BAT $ NEO $ GAME $ ZRX $ ETHOS $ KMD $ XVG $ LTC $ MED $ MONApic.twitter.com/zqvM23aNpj",0,0,,
4/29/2018 13:17,9.91E+17,spam,"Binance is open to new users for a limited time, don't miss out! → http://binance.com/?ref=11810992 Happy trading! $ XVG $ KMD $ NXT $ ARK $ BTG $ HSR $ ARDR $ MED $ ENG $ ETHOS $ GNT $ VEN $ EOS $ BCN $ OMG $ DGD $ CVC $ ELFpic.twitter.com/ogpzGbJtVM",0,0,,
4/29/2018 7:02,9.91E+17,spam,Binance is TEMPORARILY accepting new users! HURRY! http://binance.com/?ref=11810992 Thank me later $ EMC $ STRAT $ DENT $ SNT $ NEO $ XMR $ SC $ DCN $ ZEC $ VEN $ XRP $ ETN $ AION $ STEEM $ XVG $ FCT $ PAYpic.twitter.com/dj4VmTp6Iz,0,0,,
4/29/2018 13:14,9.91E+17,spam,Binance is TEMPORARILY accepting new users! HURRY! http://binance.com/?ref=11810992 Thank me later $ XVG $ ETN $ CVC $ ELF $ GAS $ DOGE $ XP $ FCT $ DGB $ DGD $ KMD $ GNT $ ZRX $ MED $ SALT $ STRAT $ REQ $ XZC $ SYS $ ZECpic.twitter.com/AbIgTEBYJb,0,0,,
4/29/2018 11:36,9.91E+17,spam,Binance Poloniex Bittrex Move your trading to the #1 crypto exchange! http://binance.com/?ref=11810992 Forks are distributed too $ EMC $ STEEM $ XVG $ SC $ DENT $ NEO $ FUN $ BTS $ OMG $ DGD $ XRP $ XZC $ RDD $ KMD $ NEBL $ BTC $ WAVES $ ETH $ AIONpic.twitter.com/OqTSAk0af7,0,2,,#1
4/29/2018 10:09,9.91E+17,spam,BINANCE REGISTRATIONS OPEN! #1 Crypto Exchange (0.01% FEE) https://www.binance.com/?ref=11292701 All airdrops and forks get distributed!) # Cryptocurrency # Crypto $ Crypto # Coinmarketcap # Decentralize # Cryptomoedas $ XVG # XVG # Verge $ ICX # ICX $ XRP # XRP # NEO $ NEO # XLM $ XLM # Stellarpic.twitter.com/GE3SSmWlaT,0,0,,#1 # # # # # # # # # # # #
4/29/2018 14:22,9.91E+17,spam,Bitcoin $ BTC price is: $9338.92 HURRY! Binance is currently accepting new users http://binance.com/?ref=10078236 $ ADT $ BCN $ JINN $ INFX $ DENT $ PLBT $ NXS $ UFR $ SPHR $ XVG $ SWT $ FUEL $ MOD $ XSH $ DMD $ FLIXX $ SNOV $ PEPE $ SC $ EAC $ BAT $ HGT $ SHIFTpic.twitter.com/UdVQevFpZb,0,0,,
4/29/2018 10:19,9.91E+17,spam,Bitcoin Cash $ BCH price: $1408.62 Binance registration is now OPEN for limited time! http://binance.com/?ref=10078236 $ AVT $ ICOS $ RDN $ XPA $ READ $ XVG $ GTC $ DOGE $ VOISE $ HGT $ CVC $ GVT $ ENJ $ BNB $ GRID $ HSH $ BCY $ OTN $ EXCL $ KICK $ LUX $ CLOAK $ INTpic.twitter.com/P5S7RnX86q,0,0,,
4/29/2018 16:20,9.91E+17,spam,bodied Paid group now free for week https://goo.gl/JFXm7v $ XLM $ TNC $ MDT $ MNX $ SKY $ QWARK $ XVG $ VERI $ XMR $ TRX $ CPC $ EVX $ DBC $ STRAT $ XMY $ OCT $ RDN $ UNB 2ZRZGi9rZG2te7AQ2QhG84SD,0,0,,
4/29/2018 14:56,9.91E+17,spam,"BREAKING NEWS!! We are giving away 5,000 ETH. It's really easy to participate follow the instructions you'll get in a while. Go! CLICK HERE: https://give-ethereum.org/#bitcoinist If you’re late, your ETH will be sent back $ BTC $ LTC $ ETH $ VTC $ ADA $ XVG $ LUX $ ESP $ KIN $ LUX",0,0,,#bitcoinist
4/29/2018 14:17,9.91E+17,spam,"Come help us find more undervalued gems! Join our free group chat and signals, spam free, meme free, just crypto! Link in bio and here https://t.me/findacoingroupchat … # bitcoin # altcoin $ dero $ icx $ ocn $ trx $ xrp $ btc $ ven $ xvg $ drgn $ qash $ eos $ qtum $ usd # binancepic.twitter.com/SlI0TmZt3A",0,5,,# # #
4/29/2018 7:06,9.91E+17,spam,Current $ IOTA price: $2.03 Binance is TEMPORARILY accepting new users! GO! http://binance.com/?ref=10078236 $ ZCL $ PIVX $ TRST $ CMT $ TRX $ VIBE $ ARGS $ XVG $ MGO $ BELA $ KICK $ FRST $ XBC $ PURE $ INT $ VIB $ DLT $ DIME $ PRG $ ELF $ PEPE $ ARK $ PURApic.twitter.com/UG5YDPKohE,0,0,,
4/29/2018 10:21,9.91E+17,spam,Также все цели $ srn БОЛЬШЕ ПРОФИТА В КАНАЛЕ Подробности в группе ТГ! БЕСПЛАТНО! $ eth $ btc # bittrex $ xrp $ neo $ ada $ ltc $ dash $ xvg $ xlm $ xmr $ qtum $ edg $ iota $ eos $ trx # криптовалюта # cryptocurrency https://t.me/redtradecrypto pic.twitter.com/2pNthYoa16,0,2,,# # #
4/29/2018 7:54,9.91E+17,spam,Digibyte $ DGB is valued at: $0.043704 QUICK! Sign up before Binance closes registration! http://binance.com/?ref=10078236 $ IXT $ OK $ QVT $ XVG $ HVN $ PRO $ NMR $ PHR $ SXC $ BLUE $ DMD $ TKS $ OTN $ CURE $ GRID $ LMC $ PKB $ MYB $ POSW $ POP $ SEND $ AIDOC $ BNTpic.twitter.com/aw2obyzMy6,0,0,,
4/29/2018 9:13,9.91E+17,spam,Do you want to mine cryptocurrency but you don't have money for a big setup? Try cloudmining with hashflare! https://hashflare.io/r/B98889E4 One of the best investments of 2017! $ BAT $ WTC $ EOS $ FUN $ OMG $ SC $ NEO $ ETH $ LTC $ XRP $ IOTA $ DOGE $ XVG $ BCC $ NAV $ TRX,0,2,,
4/29/2018 8:09,9.91E+17,spam,"don't miss out on registering on Binance, before they close registrations again https://goo.gl/AwhfYd $ BTC $ ZCL $ ETH $ ETC $ BCH $ LTC $ XRP $ DASH $ BTG $ XLM $ XMR $ ZEC $ SNT $ ADA $ NEO $ NXT $ OMG $ POWR $ VTC $ VOX $ XEM $ LSK $ DGB $ DOGE $ COVAL $ XVG $ GRS $ AMP $ strat $ sc $ XRB $ NAV 4629pic.twitter.com/PWvtsyUOxP",0,3,,
4/29/2018 13:29,9.91E+17,spam,"don't miss out on registering on Binance, before they close registrations again https://www.binance.com/?ref=22686820 $ BTC $ ZCL $ ETH $ ETC $ BCH $ LTC $ XRP $ DASH $ BTG $ XLM $ XMR $ ZEC $ ADA $ SNT $ NEO $ LUX $ MED $ POWR $ VTC $ LUX $ XEM $ LSK $ DGB $ DOGE $ COVAL $ XVG $ GRS $ AMP $ strat $ sc $ XRB $ NAV 59021pic.twitter.com/HezxYbcWOM",0,3,,
